Date,FUND_NET_ASSET_VAL,TOT_RETURN_INDEX_GROSS_DVDS,ALL_BROKERS_ADV_TOT_AGGR_VOL,FUND_FLOW,PX_LAST,TURNOVER,PX_VOLUME,AVERAGE_BID_ASK_SPREAD
9/12/2023,49.649,56.8768,801902,-67.6089,49.6483,1.82E+08,3637855,0.0099
9/11/2023,49.6462,56.8541,890091,-12.5195,49.6285,2.28E+08,4558168,0.0099
9/8/2023,49.6259,56.8654,1097772,0,49.6384,1.63E+08,3264635,0.0099
9/7/2023,49.6195,56.8654,709826,15.0153,49.6384,1.87E+08,3738716,0.0099
9/6/2023,49.5985,56.8314,711673,0,49.6087,1.90E+08,3786813,0.0099
9/5/2023,49.6061,56.8087,713644,7.5056,49.5889,1.62E+08,3236288,0.0099
9/1/2023,49.5917,56.8314,545067,97.5446,49.6087,1.58E+08,3160792,0.0099
8/31/2023,49.5919,56.8228,830076,0,49.6012,1.41E+08,2806946,0.0099
8/30/2023,49.5798,56.8002,986142,-12.5571,49.5814,1.28E+08,2554741,0.0099
8/29/2023,49.5658,56.7889,697077,0,49.5716,1.34E+08,2660778,0.0099
8/28/2023,49.534,56.7436,454382,-47.6728,49.5321,1.49E+08,2976067,0.0099
8/25/2023,49.5088,56.7323,562896,0,49.5222,1.30E+08,2596553,0.0099
8/24/2023,49.5093,56.721,632490,-12.5392,49.5123,1.31E+08,2620377,0.0099
8/23/2023,49.5079,56.721,456190,0,49.5123,1.37E+08,2740673,0.0099
8/22/2023,49.4791,56.6758,601099,-112.784,49.4728,1.24E+08,2476996,0.0099
8/21/2023,49.4768,56.6645,2295090,-90.2232,49.463,2.75E+08,5487825,0.0099
8/18/2023,49.4704,56.6758,746344,0,49.4728,1.85E+08,3690992,0.0099
8/17/2023,49.4598,56.6532,547005,-72.6548,49.4531,2.47E+08,4927175,0.0099
8/16/2023,49.4468,56.6418,665354,-12.5234,49.4432,1.39E+08,2766660,0.0099
8/15/2023,49.4488,56.6532,926714,-70.1339,49.4531,3.10E+08,6181013,0.0099
8/14/2023,49.439,56.6418,475380,-22.5386,49.4432,1.16E+08,2323845,0.0099
8/11/2023,49.4279,56.6418,523464,0,49.4432,1.08E+08,2154802,0.0099
8/10/2023,49.4344,56.6305,485653,-50.081,49.4334,2.93E+08,5856937,0.0099
8/9/2023,49.4393,56.6305,597544,-57.5989,49.4334,1.49E+08,2968699,0.0099
8/8/2023,49.4408,56.6305,798337,-85.1489,49.4334,3.07E+08,6120602,0.0099
8/7/2023,49.4287,56.6192,593655,-37.5565,49.4235,1.66E+08,3318131,0.0099
8/4/2023,49.4064,56.6079,1259535,7.5079,49.4136,2.08E+08,4165928,0.0099
