Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
PFS,Provident Financial Services Inc.,Financials,Banks,14.35,0.01%,-33.13%,-0.60
TCBK,TriCo Bancshares,Financials,Banks,34.07,0.01%,-36.92%,-0.70
NVEE,NV5 Global Inc.,Industrials,Professional Services,92.64,0.01%,-37.23%,-0.71
MHO,M/I Homes Inc.,Consumer Discretionary,Household Durables,96.01,0.01%,110.55%,0.63
SEB,Seaboard Corporation,Consumer Staples,Food Products,3499.99,0.01%,-8.49%,-0.11
CENTA,Central Garden & Pet Company,Consumer Staples,Household Products,39.25,0.01%,-3.49%,-0.04
ROAD,Construction Partners Inc.,Industrials,Construction and Engineering,40.00,0.01%,29.53%,0.27
HLIT,Harmonic Inc.,Information Technology,Communications Equipment,10.61,0.01%,-18.76%,-0.27
SCL,Stepan Company,Materials,Chemicals,75.35,0.01%,-29.93%,-0.50
PLYA,Playa Hotels & Resorts N.V.,Consumer Discretionary,Hotels Restaurants and Leisure,7.23,0.01%,15.87%,0.16
PRDO,Perdoceo Education Corporation,Consumer Discretionary,Diversified Consumer Services,17.11,0.01%,19.79%,0.19
AZZ,AZZ Inc.,Industrials,Building Products,46.74,0.01%,14.69%,0.15
LCID,Lucid Group Inc.,Consumer Discretionary,Automobiles,3.97,0.01%,-69.25%,-2.62
SAFT,Safety Insurance Group Inc.,Financials,Insurance,76.55,0.01%,-5.66%,-0.07
LLYVK,Liberty Live Group,Communication Services,Entertainment,35.04,0.01%,,
AVA,Avista Corporation,Utilities,Multi-Utilities,33.30,0.01%,-9.47%,-0.12
PAYO,Payoneer Global Inc.,Financials,Financial Services,5.39,0.01%,-14.44%,-0.20
AUR,Aurora Innovation Inc.,Information Technology,Software,1.84,0.01%,2.22%,0.03
XPRO,Expro Group Holdings N.V.,Energy,Energy Equipment and Services,14.98,0.01%,-20.95%,-0.31
VIRT,Virtu Financial Inc.,Financials,Capital Markets,17.33,0.01%,-20.33%,-0.29
BKE,The Buckle Inc.,Consumer Discretionary,Specialty Retail,33.47,0.01%,-8.01%,-0.10
CRSR,Corsair Gaming Inc.,Information Technology,Technology Hardware Storage and Peripherals,12.22,0.01%,-32.67%,-0.55
NUS,Nu Skin Enterprises Inc.,Consumer Staples,Personal Care Products,16.33,0.01%,-55.89%,-1.45
RELY,Remitly Global Inc.,Financials,Financial Services,20.77,0.01%,93.93%,0.55
CARS,Cars.com Inc.,Communication Services,Interactive Media and Services,19.09,0.01%,26.09%,0.24
GME,GameStop Corp.,Consumer Discretionary,Specialty Retail,12.14,0.01%,-53.49%,-1.31
SPHR,Sphere Entertainment Co.,Communication Services,Entertainment,34.35,0.01%,67.53%,0.46
ALTR,Altair Engineering Inc.,Information Technology,Software,70.35,0.01%,44.22%,0.35
CNK,Cinemark Holdings Inc.,Communication Services,Entertainment,14.45,0.01%,16.63%,0.16
PLMR,Palomar Holdings Inc.,Financials,Insurance,60.67,0.01%,-9.56%,-0.12
NAPA,The Duckhorn Portfolio Inc.,Consumer Staples,Beverages,10.71,0.01%,-25.93%,-0.39
SIX,Six Flags Entertainment Corporation,Consumer Discretionary,Hotels Restaurants and Leisure,23.06,0.01%,-2.29%,-0.03
PUMP,ProPetro Holding Corp.,Energy,Energy Equipment and Services,9.40,0.01%,-20.41%,-0.29
LAZ,Lazard Ltd,Financials,Capital Markets,26.40,0.01%,-27.59%,-0.42
AVDX,AvidXchange Holdings Inc.,Financials,Financial Services,9.31,0.01%,2.42%,0.03
TXG,10x Genomics Inc.,Health Care,Life Sciences Tools and Services,36.32,0.01%,-12.06%,-0.15
HTZ,Hertz Global Holdings Inc.,Industrials,Ground Transportation,8.14,0.01%,-54.93%,-1.33
GFS,GLOBALFOUNDRIES Inc.,Information Technology,Semiconductors and Semiconductor Equipment,52.13,0.01%,-19.52%,-0.26
PEBO,Peoples Bancorp Inc.,Financials,Banks,28.52,0.01%,4.06%,0.04
SDGR,Schrdinger Inc.,Health Care,Health Care Technology,27.77,0.01%,26.40%,0.23
ROVR,Rover Group Inc.,Consumer Discretionary,Diversified Consumer Services,7.83,0.01%,56.91%,0.39
TOWN,TowneBank,Financials,Banks,24.99,0.01%,-19.32%,-0.26
ACVA,ACV Auctions Inc.,Industrials,Commercial Services and Supplies,14.05,0.01%,58.76%,0.40
CTS,CTS Corporation,Information Technology,Electronic Equipment Instruments and Components,38.13,0.01%,-7.70%,-0.09
ALGT,Allegiant Travel Company,Industrials,Passenger Airlines,59.97,0.01%,-24.38%,-0.35
TGLS,Tecnoglass Inc.,Industrials,Building Products,33.33,0.01%,37.42%,0.29
ECPG,Encore Capital Group Inc.,Financials,Consumer Finance,41.50,0.01%,-16.70%,-0.21
GBX,The Greenbrier Companies Inc.,Industrials,Machinery,35.81,0.01%,-4.59%,-0.05
NHC,National HealthCare Corporation,Health Care,Health Care Providers and Services,72.27,0.01%,25.12%,0.21
XENE,Xenon Pharmaceuticals Inc.,Health Care,Biotechnology,29.70,0.01%,-13.69%,-0.17
CFFN,Capitol Federal Financial Inc.,Financials,Banks,5.07,0.01%,-32.69%,-0.51
IOVA,Iovance Biotherapeutics Inc.,Health Care,Biotechnology,4.03,0.01%,-54.62%,-1.27
SOVO,Sovos Brands Inc.,Consumer Staples,Food Products,21.58,0.01%,52.40%,0.36
SAH,Sonic Automotive Inc.,Consumer Discretionary,Specialty Retail,49.63,0.01%,-1.44%,-0.02
CHS,Chico's FAS Inc.,Consumer Discretionary,Specialty Retail,7.48,0.01%,6.70%,0.07
TNL,Travel + Leisure Co.,Consumer Discretionary,Hotels Restaurants and Leisure,34.27,0.01%,-10.87%,-0.13
CMP,Compass Minerals International Inc.,Materials,Metals and Mining,23.62,0.01%,-45.55%,-0.88
SWAV,Shockwave Medical Inc.,Health Care,Health Care Equipment and Supplies,166.40,0.01%,-32.52%,-0.50
JAMF,Jamf Holding Corp.,Information Technology,Software,16.24,0.01%,-31.13%,-0.47
RGNX,REGENXBIO Inc.,Health Care,Biotechnology,17.74,0.01%,-21.23%,-0.28
CAKE,The Cheesecake Factory Incorporated,Consumer Discretionary,Hotels Restaurants and Leisure,31.39,0.01%,-11.37%,-0.13
EIG,Employers Holdings Inc.,Financials,Insurance,37.35,0.01%,-8.62%,-0.10
OPEN,Opendoor Technologies Inc.,Real Estate,Real Estate Management and Development,2.03,0.01%,-2.40%,-0.03
HRMY,Harmony Biosciences Holdings Inc.,Health Care,Pharmaceuticals,24.23,0.01%,-57.40%,-1.39
TWST,Twist Bioscience Corporation,Health Care,Biotechnology,17.26,0.01%,-56.16%,-1.32
TRS,TriMas Corporation,Materials,Containers and Packaging,23.55,0.01%,-10.69%,-0.12
CUBI,Customers Bancorp Inc.,Financials,Banks,41.50,0.01%,19.70%,0.17
MATW,Matthews International Corporation,Industrials,Commercial Services and Supplies,37.13,0.01%,38.70%,0.29
RYI,Ryerson Holding Corporation,Materials,Metals and Mining,28.13,0.01%,8.98%,0.08
NMRK,Newmark Group Inc.,Real Estate,Real Estate Management and Development,6.80,0.01%,-21.17%,-0.28
HIMS,Hims & Hers Health Inc.,Health Care,Health Care Providers and Services,7.00,0.01%,20.07%,0.17
PRK,Park National Corporation,Financials,Banks,105.48,0.01%,-24.78%,-0.34
BHLB,Berkshire Hills Bancorp Inc.,Financials,Banks,20.33,0.01%,-31.85%,-0.48
SPNS,Sapiens International Corporation N.V.,Information Technology,Software,25.19,0.01%,32.45%,0.25
DOCU,DocuSign Inc.,Information Technology,Software,41.12,0.01%,-22.42%,-0.29
LNN,Lindsay Corporation,Industrials,Machinery,123.16,0.01%,-26.19%,-0.36
REPL,Replimune Group Inc.,Health Care,Biotechnology,10.72,0.01%,-48.95%,-0.97
NUVL,Nuvalent Inc.,Health Care,Biotechnology,56.90,0.01%,77.81%,0.44
USPH,U.S. Physical Therapy Inc.,Health Care,Health Care Providers and Services,82.32,0.01%,-2.81%,-0.03
JELD,JELD-WEN Holding Inc.,Industrials,Building Products,14.16,0.01%,30.15%,0.23
HWKN,Hawkins Inc.,Materials,Chemicals,60.57,0.01%,46.06%,0.32
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Pharmaceuticals,55.17,0.01%,-32.24%,-0.48
SRPT,Sarepta Therapeutics Inc.,Health Care,Biotechnology,79.67,0.01%,-25.47%,-0.34
FL,Foot Locker Inc.,Consumer Discretionary,Specialty Retail,19.87,0.01%,-36.94%,-0.58
DOCN,DigitalOcean Holdings Inc.,Information Technology,IT Services,25.58,0.01%,-22.58%,-0.29
CBRL,Cracker Barrel Old Country Store Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,67.73,0.01%,-39.08%,-0.64
WLY,John Wiley & Sons Inc.,Communication Services,Media,30.03,0.01%,-33.08%,-0.49
SHEN,Shenandoah Telecommunications Company,Communication Services,Diversified Telecommunication Services,23.17,0.01%,22.01%,0.18
RCKT,Rocket Pharmaceuticals Inc.,Health Care,Biotechnology,19.51,0.01%,-0.15%,0.00
RCUS,Arcus Biosciences Inc.,Health Care,Biotechnology,13.43,0.01%,-53.63%,-1.15
UA,Under Armour Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,6.58,0.01%,-19.16%,-0.23
SSTK,Shutterstock Inc.,Communication Services,Interactive Media and Services,40.38,0.01%,-23.55%,-0.30
EXTR,Extreme Networks Inc.,Information Technology,Communications Equipment,16.26,0.01%,-9.42%,-0.10
ATRC,AtriCure Inc.,Health Care,Health Care Equipment and Supplies,36.89,0.01%,-18.38%,-0.22
IBTX,Independent Bank Group Inc.,Financials,Banks,35.99,0.01%,-43.69%,-0.76
BMBL,Bumble Inc.,Communication Services,Interactive Media and Services,13.91,0.01%,-45.37%,-0.81
PRTA,Prothena Corporation plc,Health Care,Biotechnology,33.25,0.01%,-41.55%,-0.70
NGVT,Ingevity Corporation,Materials,Chemicals,37.57,0.01%,-52.26%,-1.07
INFA,Informatica Inc.,Information Technology,Software,23.88,0.01%,25.62%,0.20
HAIN,The Hain Celestial Group Inc.,Consumer Staples,Food Products,11.05,0.01%,-47.41%,-0.88
NAT,Nordic American Tankers Limited,Energy,Oil Gas and Consumable Fuels,4.61,0.01%,59.42%,0.36
SWI,SolarWinds Corporation,Information Technology,Software,11.30,0.01%,18.32%,0.15
FWRG,First Watch Restaurant Group Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,17.18,0.01%,10.48%,0.09
MEI,Methode Electronics Inc.,Information Technology,Electronic Equipment Instruments and Components,22.74,0.01%,-49.70%,-0.96
SCS,Steelcase Inc.,Industrials,Commercial Services and Supplies,11.31,0.01%,42.55%,0.29
ATSG,Air Transport Services Group Inc.,Industrials,Air Freight and Logistics,14.67,0.01%,-49.50%,-0.94
TMST,TimkenSteel Corporation,Materials,Metals and Mining,20.16,0.01%,2.86%,0.03
IMGN,ImmunoGen Inc.,Health Care,Biotechnology,14.74,0.01%,175.00%,0.61
OMCL,Omnicell Inc.,Health Care,Health Care Equipment and Supplies,30.77,0.01%,-41.51%,-0.68
AHCO,AdaptHealth Corp.,Health Care,Health Care Providers and Services,7.58,0.01%,-66.80%,-1.93
CAL,Caleres Inc.,Consumer Discretionary,Specialty Retail,26.08,0.01%,-3.14%,-0.03
MRTN,Marten Transport Ltd.,Industrials,Ground Transportation,18.12,0.01%,-7.10%,-0.07
NARI,Inari Medical Inc.,Health Care,Health Care Equipment and Supplies,56.16,0.01%,-28.18%,-0.37
WNC,Wabash National Corporation,Industrials,Machinery,21.40,0.01%,-10.64%,-0.11
PZZA,Papa John's International Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,63.96,0.01%,-24.99%,-0.31
WT,WisdomTree Inc.,Financials,Capital Markets,6.57,0.01%,24.43%,0.19
THR,Thermon Group Holdings Inc.,Industrials,Electrical Equipment,31.53,0.01%,60.87%,0.36
MBUU,Malibu Boats Inc.,Consumer Discretionary,Leisure Products,42.65,0.01%,-28.94%,-0.38
TFSL,TFS Financial Corporation,Financials,Banks,12.52,0.01%,-2.93%,-0.03
AMEH,Apollo Medical Holdings Inc.,Health Care,Health Care Providers and Services,31.35,0.01%,-14.32%,-0.16
XPEL,XPEL Inc.,Consumer Discretionary,Automobile Components,45.35,0.01%,-29.99%,-0.40
SN,SharkNinja Inc.,Consumer Discretionary,Household Durables,42.14,0.01%,,
FTRE,Fortrea Holdings Inc.,Health Care,Life Sciences Tools and Services,30.92,0.01%,,
CMRE,Costamare Inc.,Industrials,Marine Transportation,8.72,0.01%,-8.77%,-0.09
SLCA,U.S. Silica Holdings Inc.,Energy,Energy Equipment and Services,10.95,0.01%,-24.90%,-0.31
IONQ,IonQ Inc.,Information Technology,Technology Hardware Storage and Peripherals,11.55,0.01%,98.11%,0.46
NIC,Nicolet Bankshares Inc.,Financials,Banks,73.44,0.01%,-8.32%,-0.08
UFPT,UFP Technologies Inc.,Health Care,Health Care Equipment and Supplies,142.53,0.01%,27.46%,0.20
ZG,Zillow Group Inc.,Real Estate,Real Estate Management and Development,34.53,0.01%,-7.87%,-0.08
LMAT,LeMaitre Vascular Inc.,Health Care,Health Care Equipment and Supplies,49.72,0.01%,9.46%,0.08
BHE,Benchmark Electronics Inc.,Information Technology,Electronic Equipment Instruments and Components,24.51,0.01%,-12.88%,-0.14
SAVE,Spirit Airlines Inc.,Industrials,Passenger Airlines,8.91,0.01%,-57.08%,-1.22
INVA,Innoviva Inc.,Health Care,Pharmaceuticals,13.64,0.01%,0.15%,0.00
UVSP,Univest Financial Corporation,Financials,Banks,17.58,0.01%,-33.63%,-0.46
PACB,Pacific Biosciences of California Inc.,Health Care,Life Sciences Tools and Services,6.44,0.01%,-37.48%,-0.54
BPMC,Blueprint Medicines Corporation,Health Care,Biotechnology,58.86,0.01%,34.88%,0.23
NET,Cloudflare Inc.,Information Technology,IT Services,63.89,0.01%,18.95%,0.14
APOG,Apogee Enterprises Inc.,Industrials,Building Products,44.33,0.01%,-5.01%,-0.05
JACK,Jack in the Box Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,66.48,0.01%,-20.04%,-0.23
CRNX,Crinetics Pharmaceuticals Inc.,Health Care,Biotechnology,28.28,0.01%,53.78%,0.32
HLIO,Helios Technologies Inc.,Industrials,Machinery,39.05,0.01%,-27.23%,-0.34
TEAM,Atlassian Corporation,Information Technology,Software,175.04,0.01%,22.95%,0.17
PFBC,Preferred Bank,Financials,Banks,60.48,0.01%,-16.23%,-0.17
DAWN,Day One Biopharmaceuticals Inc.,Health Care,Biotechnology,11.39,0.01%,-46.50%,-0.77
DCPH,Deciphera Pharmaceuticals Inc.,Health Care,Biotechnology,11.63,0.01%,-28.96%,-0.36
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,Diversified Consumer Services,11.07,0.01%,8.32%,0.07
HTLD,Heartland Express Inc.,Industrials,Ground Transportation,12.42,0.01%,-19.41%,-0.21
PRLB,Proto Labs Inc.,Industrials,Machinery,35.08,0.01%,46.53%,0.28
BRKL,Brookline Bancorp Inc.,Financials,Banks,8.53,0.01%,-34.54%,-0.46
NX,Quanex Building Products Corporation,Industrials,Building Products,29.09,0.01%,23.44%,0.17
HUBS,HubSpot Inc.,Information Technology,Software,431.73,0.01%,41.05%,0.25
ETWO,E2open Parent Holdings Inc.,Information Technology,Software,3.26,0.01%,-46.73%,-0.77
SASR,Sandy Spring Bancorp Inc.,Financials,Banks,21.11,0.01%,-35.39%,-0.48
SWTX,SpringWorks Therapeutics Inc.,Health Care,Biotechnology,20.12,0.01%,-19.46%,-0.21
TOST,Toast Inc.,Financials,Financial Services,13.81,0.01%,-32.57%,-0.42
LILAK,Liberty Latin America Ltd.,Communication Services,Diversified Telecommunication Services,7.13,0.01%,-11.21%,-0.11
GABC,German American Bancorp Inc.,Financials,Banks,28.16,0.01%,-25.77%,-0.30
VBTX,Veritex Holdings Inc.,Financials,Banks,17.83,0.01%,-43.01%,-0.65
KOP,Koppers Holdings Inc.,Materials,Chemicals,40.86,0.01%,45.27%,0.27
MODG,Topgolf Callaway Brands Corp.,Consumer Discretionary,Leisure Products,10.07,0.01%,-53.05%,-0.98
VSAT,Viasat Inc.,Information Technology,Communications Equipment,18.30,0.01%,-46.26%,-0.75
ADEA,Adeia Inc.,Information Technology,Software,9.12,0.01%,-8.67%,-0.08
SHAK,Shake Shack Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,55.52,0.01%,7.33%,0.06
USNA,USANA Health Sciences Inc.,Consumer Staples,Personal Care Products,44.51,0.01%,-14.42%,-0.14
JBSS,John B. Sanfilippo & Son Inc.,Consumer Staples,Food Products,92.71,0.01%,18.68%,0.13
ATNI,ATN International Inc.,Communication Services,Diversified Telecommunication Services,31.59,0.01%,-32.05%,-0.40
CMCO,Columbus McKinnon Corporation,Industrials,Machinery,34.00,0.01%,9.23%,0.07
NVTS,Navitas Semiconductor Corporation,Information Technology,Semiconductors and Semiconductor Equipment,6.01,0.01%,22.90%,0.16
CDE,Coeur Mining Inc.,Materials,Metals and Mining,2.01,0.01%,-42.57%,-0.63
INTA,Intapp Inc.,Information Technology,Software,39.55,0.01%,78.47%,0.37
BOH,Bank of Hawaii Corporation,Financials,Banks,52.66,0.01%,-31.97%,-0.40
MD,Pediatrix Medical Group Inc.,Health Care,Health Care Providers and Services,9.15,0.01%,-43.76%,-0.66
POWL,Powell Industries Inc.,Industrials,Electrical Equipment,82.40,0.01%,224.95%,0.58
QTRX,Quanterix Corporation,Health Care,Life Sciences Tools and Services,20.70,0.01%,63.25%,0.33
RLAY,Relay Therapeutics Inc.,Health Care,Biotechnology,7.71,0.01%,-62.37%,-1.39
DGII,Digi International Inc.,Information Technology,Communications Equipment,22.54,0.01%,-43.49%,-0.65
IESC,IES Holdings Inc.,Industrials,Construction and Engineering,62.41,0.01%,81.53%,0.38
SNCY,Sun Country Airlines Holdings Inc.,Industrials,Passenger Airlines,13.03,0.01%,-39.56%,-0.55
LSXMA,The Liberty SiriusXM Group,Communication Services,Media,25.33,0.01%,-43.43%,-0.64
CHEF,The Chefs' Warehouse Inc.,Consumer Staples,Consumer Staples Distribution and Retail,23.88,0.01%,-34.97%,-0.45
LEVI,Levi Strauss & Co.,Consumer Discretionary,Textiles Apparel and Luxury Goods,14.25,0.01%,-9.88%,-0.09
QCRH,QCR Holdings Inc.,Financials,Banks,49.62,0.01%,-3.58%,-0.03
B,Barnes Group Inc.,Industrials,Machinery,23.98,0.01%,-37.35%,-0.50
SHLS,Shoals Technologies Group Inc.,Industrials,Electrical Equipment,13.53,0.01%,-40.66%,-0.57
UAA,Under Armour Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,6.98,0.01%,-25.59%,-0.29
VSEC,VSE Corporation,Industrials,Commercial Services and Supplies,58.91,0.01%,17.18%,0.12
KRNY,Kearny Financial Corp.,Financials,Banks,7.16,0.01%,-19.97%,-0.21
DRQ,Dril-Quip Inc.,Energy,Energy Equipment and Services,22.44,0.01%,-15.03%,-0.15
WMG,Warner Music Group Corp.,Communication Services,Entertainment,32.52,0.01%,16.78%,0.12
BYON,Beyond Inc.,Consumer Discretionary,Specialty Retail,15.05,0.01%,-41.62%,-0.58
RXRX,Recursion Pharmaceuticals Inc.,Health Care,Biotechnology,5.83,0.01%,-53.29%,-0.93
CRDO,Credo Technology Group Holding Ltd,Information Technology,Semiconductors and Semiconductor Equipment,16.35,0.01%,9.66%,0.07
SBOW,SilverBow Resources Inc.,Energy,Oil Gas and Consumable Fuels,31.90,0.01%,-12.05%,-0.11
REVG,REV Group Inc.,Industrials,Machinery,15.05,0.01%,8.76%,0.06
CMPR,Cimpress plc,Industrials,Commercial Services and Supplies,62.87,0.01%,124.78%,0.44
OCFC,OceanFirst Financial Corp.,Financials,Banks,13.22,0.01%,-40.69%,-0.55
LENB,Lennar Corporation,Consumer Discretionary,Household Durables,112.90,0.01%,59.05%,0.30
PDFS,PDF Solutions Inc.,Information Technology,Semiconductors and Semiconductor Equipment,29.51,0.01%,-0.94%,-0.01
SEDG,SolarEdge Technologies Inc.,Information Technology,Semiconductors and Semiconductor Equipment,71.62,0.01%,-75.21%,-2.42
DCOM,Dime Community Bancshares Inc.,Financials,Banks,19.41,0.01%,-41.63%,-0.57
SMP,Standard Motor Products Inc.,Consumer Discretionary,Automobile Components,35.34,0.01%,-8.71%,-0.08
AY,Atlantica Sustainable Infrastructure plc,Utilities,Independent Power and Renewable Electricity Producers,17.89,0.01%,-30.53%,-0.35
COLL,Collegium Pharmaceutical Inc.,Health Care,Pharmaceuticals,25.19,0.01%,25.82%,0.16
SG,Sweetgreen Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,9.26,0.01%,-37.73%,-0.48
UNFI,United Natural Foods Inc.,Consumer Staples,Consumer Staples Distribution and Retail,14.86,0.01%,-67.33%,-1.62
DH,Definitive Healthcare Corp.,Health Care,Health Care Technology,7.52,0.01%,-36.91%,-0.46
PAR,PAR Technology Corporation,Information Technology,Electronic Equipment Instruments and Components,33.54,0.01%,22.10%,0.14
MRC,MRC Global Inc.,Industrials,Trading Companies and Distributors,10.54,0.01%,-8.82%,-0.08
SMG,The Scotts Miracle-Gro Company,Materials,Chemicals,49.99,0.01%,-18.37%,-0.18
FIGS,FIGS Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,5.87,0.01%,-15.05%,-0.14
EAT,Brinker International Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,34.02,0.01%,2.19%,0.02
AMSF,AMERISAFE Inc.,Financials,Insurance,49.48,0.01%,-1.97%,-0.02
VREX,Varex Imaging Corporation,Health Care,Health Care Equipment and Supplies,18.68,0.01%,-16.68%,-0.16
IMAX,IMAX Corporation,Communication Services,Entertainment,16.94,0.01%,15.63%,0.11
WTTR,Select Water Solutions Inc.,Energy,Energy Equipment and Services,7.36,0.01%,-15.82%,-0.15
ANIP,ANI Pharmaceuticals Inc.,Health Care,Pharmaceuticals,51.65,0.01%,37.37%,0.21
SCSC,ScanSource Inc.,Information Technology,Electronic Equipment Instruments and Components,30.82,0.01%,-0.58%,0.00
FA,First Advantage Corporation,Industrials,Professional Services,13.52,0.01%,22.25%,0.14
MDB,MongoDB Inc.,Information Technology,IT Services,377.97,0.01%,114.83%,0.41
IGT,International Game Technology PLC,Consumer Discretionary,Hotels Restaurants and Leisure,26.49,0.01%,16.83%,0.11
AXL,American Axle & Manufacturing Holdings Inc.,Consumer Discretionary,Automobile Components,6.63,0.01%,-31.15%,-0.35
GRBK,Green Brick Partners Inc.,Consumer Discretionary,Household Durables,44.70,0.01%,88.61%,0.36
ASIX,AdvanSix Inc.,Materials,Chemicals,24.55,0.01%,-36.70%,-0.44
ACHR,Archer Aviation Inc.,Industrials,Aerospace and Defense,5.20,0.01%,87.73%,0.36
SPTN,SpartanNash Company,Consumer Staples,Consumer Staples Distribution and Retail,21.50,0.01%,-33.07%,-0.38
CNNE,Cannae Holdings Inc.,Financials,Financial Services,17.66,0.01%,-30.77%,-0.34
HSTM,HealthStream Inc.,Health Care,Health Care Technology,25.07,0.01%,0.51%,0.00
SNOW,Snowflake Inc.,Information Technology,IT Services,158.70,0.01%,-0.45%,0.00
LGFA,Lions Gate Entertainment Corp.,Communication Services,Entertainment,9.25,0.01%,20.76%,0.13
FLGT,Fulgent Genetics Inc.,Health Care,Health Care Providers and Services,26.24,0.01%,-33.13%,-0.38
GOGO,Gogo Inc.,Communication Services,Wireless Telecommunication Services,10.19,0.01%,-32.74%,-0.37
STEP,StepStone Group LP,Financials,Capital Markets,25.84,0.01%,-15.98%,-0.14
ARVN,Arvinas Inc.,Health Care,Pharmaceuticals,16.59,0.01%,-66.86%,-1.51
ARWR,Arrowhead Pharmaceuticals Inc.,Health Care,Biotechnology,25.97,0.01%,-24.70%,-0.25
CLNE,Clean Energy Fuels Corp.,Energy,Oil Gas and Consumable Fuels,3.28,0.01%,-57.57%,-1.02
SXC,SunCoke Energy Inc.,Materials,Metals and Mining,8.67,0.01%,9.59%,0.07
HCSG,Healthcare Services Group Inc.,Industrials,Commercial Services and Supplies,9.67,0.01%,-33.32%,-0.37
NBR,Nabors Industries Ltd.,Energy,Energy Equipment and Services,92.16,0.01%,-47.92%,-0.69
MTTR,Matterport Inc.,Information Technology,Software,2.44,0.01%,-35.28%,-0.40
DUOL,Duolingo Inc.,Consumer Discretionary,Diversified Consumer Services,213.32,0.01%,190.51%,0.48
ICHR,Ichor Holdings Ltd.,Information Technology,Semiconductors and Semiconductor Equipment,23.61,0.01%,-19.67%,-0.18
METC,Ramaco Resources Inc.,Materials,Metals and Mining,18.30,0.01%,120.43%,0.40
EVBG,Everbridge Inc.,Information Technology,Software,19.34,0.01%,-40.93%,-0.51
MATV,Mativ Holdings Inc.,Materials,Chemicals,12.86,0.01%,-30.56%,-0.32
PGNY,Progyny Inc.,Health Care,Health Care Providers and Services,30.47,0.01%,-19.82%,-0.18
CHGG,Chegg Inc.,Consumer Discretionary,Diversified Consumer Services,8.52,0.01%,-69.80%,-1.69
BATRK,Atlanta Braves Holdings Inc.,Communication Services,Entertainment,34.28,0.01%,14.04%,0.09
CTBI,Community Trust Bancorp Inc.,Financials,Banks,39.22,0.01%,-11.20%,-0.09
TMP,Tompkins Financial Corporation,Financials,Banks,51.11,0.01%,-34.55%,-0.38
SGH,SMART Global Holdings Inc.,Information Technology,Semiconductors and Semiconductor Equipment,15.43,0.01%,-7.16%,-0.06
BKD,Brookdale Senior Living Inc.,Health Care,Health Care Providers and Services,4.09,0.01%,-16.19%,-0.14
PHIN,PHINIA Inc.,Consumer Discretionary,Automobile Components,24.04,0.01%,,
CWEN,Clearway Energy Inc.,Utilities,Independent Power and Renewable Electricity Producers,21.35,0.01%,-35.73%,-0.40
WRBY,Warby Parker Inc.,Consumer Discretionary,Specialty Retail,10.46,0.01%,-36.72%,-0.42
AGL,agilon health inc.,Health Care,Health Care Providers and Services,11.17,0.01%,-41.15%,-0.50
CLBK,Columbia Financial Inc.,Financials,Banks,16.45,0.01%,-23.95%,-0.22
SWBI,Smith & Wesson Brands Inc.,Consumer Discretionary,Leisure Products,13.71,0.01%,19.54%,0.12
AMBC,Ambac Financial Group Inc.,Financials,Insurance,14.62,0.01%,-2.01%,-0.01
NFBK,Northfield Bancorp Inc. (Staten Island NY),Financials,Banks,9.08,0.01%,-38.44%,-0.44
DLX,Deluxe Corporation,Industrials,Commercial Services and Supplies,17.80,0.01%,-6.25%,-0.05
SJW,SJW Group,Utilities,Water Utilities,61.61,0.01%,-11.51%,-0.09
GTLB,GitLab Inc.,Information Technology,Software,45.21,0.01%,-1.63%,-0.01
CLB,Core Laboratories Inc.,Energy,Energy Equipment and Services,18.87,0.01%,-17.70%,-0.15
ASLE,AerSale Corporation,Industrials,Aerospace and Defense,13.52,0.01%,-23.27%,-0.21
TBI,TrueBlue Inc.,Industrials,Professional Services,12.80,0.01%,-39.05%,-0.45
STER,Sterling Check Corp.,Industrials,Professional Services,10.81,0.01%,-22.56%,-0.20
HLF,Herbalife Ltd.,Consumer Staples,Personal Care Products,12.36,0.01%,-31.22%,-0.32
NWN,Northwest Natural Holding Company,Utilities,Gas Utilities,35.75,0.01%,-20.79%,-0.18
PTLO,Portillo's Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,15.00,0.01%,-40.97%,-0.48
TWI,Titan International Inc.,Industrials,Machinery,12.65,0.01%,-16.11%,-0.13
TTEC,TTEC Holdings Inc.,Industrials,Professional Services,15.82,0.01%,-64.48%,-1.26
THRY,Thryv Holdings Inc.,Communication Services,Media,18.21,0.01%,-7.94%,-0.06
VGR,Vector Group Ltd.,Consumer Staples,Tobacco,10.46,0.01%,6.63%,0.04
PFC,Premier Financial Corp.,Financials,Banks,18.54,0.01%,-33.34%,-0.34
BJRI,BJ's Restaurants Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,27.26,0.01%,-14.14%,-0.11
